Work Order,Description,Description Google Translate,Asset Group,Asset Number,Asset Description,Create Date,Scheduled Start Date,Priority,Status,Owning Department,Work Order Type,Activity,Wip Accounting Class,Month, Actual Equipment Cost ,Labour Cost Group,Material Cost Group,Total Cost Group
3201803,CAMBIO MANGUERAS DEL AIRE ACONDICIONADO.PCR08-2,CHANGE AIR CONDITIONING HOSE.PCR08-2,CAT789CACS,408,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 408,4/19/2016 7:20,06-02-16 9:43,5 - Shutdown,Closed,MM3,PM - Preventative,CAT789CPV059,18601401,2016-MAY, $-   ,0,20,20
3202073,CAMBIO DE COOLER DE LA TRANSMISION .,CHANGE OF TRANSMISSION COOLER.,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,4/19/2016 8:53,4/19/2016 8:51,3 - Due less than 30 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,0,0,0
3202993,CAMBIAR RESPIRADERO DEL TANQUE DE DIRECCI?N,CHANGE DIRECTION TANK VENT,CAT789DFRM,434,SUSPENSION SYSTEM FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 434,4/19/2016 14:59,4/19/2016 14:57,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,6,9,11
3203255,cambiar filtro y manguera,Replace filter and hose,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,4/19/2016 20:49,4/19/2016 20:45,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,2,12,12
3204586,REEMPLAZAR MANGUERA DE LOCK OUT DE LA TRANSMISI?N,REPLACE TRANSMISSION LOCK OUT HOSE,CAT789DHYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,4/20/2016 8:42,4/20/2016 8:41,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,10,7,11
3204698,NIVELAR LLANTAS TRASERAS,LEVEL REAR TIRES,CAT789DTIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,4/20/2016 9:55,4/20/2016 9:53,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,1,0,1
3204712,REEMPLAZAR LUCES DE ALTA,REPLACE HIGH LIGHTS,CAT789DELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,4/20/2016 10:03,4/20/2016 10:02,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,1,0,1
3204929,INSPECCION A/C EN INSP. 250 HRS,INSPECTION A / C IN INSP.ˇ250 HRS,CAT789CACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,4/20/2016 12:13,05-01-16 10:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789CPV101,18601401,2016-MAY, $-   ,0,0,0
3204953,INSPECCION Y/O MANTENIMIENTO DEL SISTEMA CONTRA INCENDIO,INSPECTION AND / OR MAINTENANCE OF THE FIRE SYSTEM,CAT789CFIR,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,4/20/2016 12:18,05-01-16 11:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789CPV053,18601401,2016-APR, $-   ,0,0,0
3204996,MONITOREO: MUESTRA DE ACEITE DE MOTOR CON DILUCION POR COMBUSTIBLE -ACCION: DETENER EL EQUIPO PARA  EVALUACION E SISTEMA DE INYECCION DE COMBUSTIBLE,MONITORING: ENGINE OIL SAMPLE WITH FUEL DILUTION - ACTION: STOPPING THE EVALUATION EQUIPMENT AND FUEL INJECTION SYSTEM,CAT789DENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,4/20/2016 12:45,4/20/2016 12:37,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,20,0,20
3207479,MODIFICAR SISTEMA DE AUTOSERVICIOS,MODIFY SELF-SERVICE SYSTEM,CAT789CHYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,4/21/2016 8:04,10/13/2016 21:38,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-SEP, $-   ,0,13,13
3207493,MODIFICAR SISTEMA DE AUTOSERVICIOS,MODIFY SELF-SERVICE SYSTEM,CAT789CHYS,408,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,4/21/2016 8:12,6/13/2016 8:15,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-JUN, $-   ,0,14,14
3207509,MONITOREO - TOMAR MUESTRA DE ACEITE MOTOR POR DILUCION DE COMBUSTIBLE.,MONITORING - TAKING ENGINE OIL SAMPLE BY FUEL DILUTION.,CAT789DENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,4/21/2016 8:24,4/21/2016 13:00,1 - Due less than 7 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3207524,MODIFICAR SISTEMA DE AUTOSERVICIOS,CHANGE SELF-SERVICE SYSTEM,CAT789DHYS,422,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,4/21/2016 8:34,12/25/2016 7:58,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-JUN, $-   ,0,14,14
3207548,MODIFICAR SISTEMA DE AUTOSERVICIOS,MODIFY SELF-SERVICE SYSTEM,CAT789DHYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,4/21/2016 8:44,12-09-16 9:52,3 - Due less than 30 days,Complete,MM3,PM - Preventative,,18601401,2016-JUN, $-   ,0,14,14
3208114,cambiar luz trasera,Change rear light,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,4/21/2016 22:05,4/21/2016 22:04,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,10,15,16
3209792,REPARAR LUCES DE TRABAJO.,REPAIR WORK LIGHTS.,CAT789CELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,4/22/2016 18:20,4/22/2016 18:18,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,8,7,11
3209880,CAMBIO DE ACEITE Y FILTRO DEL MOTOR.,OIL CHANGE AND ENGINE FILTER.,CAT789DDTS,422,TORQUE CONVERTER DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,4/23/2016 0:11,4/23/2016 0:10,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,6,7,11
3212350,CORREGIR EVENTO DE BAJA PRESI?N DE DIRECCI?N.,CORRECTION EVENT OF LOW DIRECTION PRESSURE.,CAT789DHYS,422,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,4/23/2016 7:54,4/23/2016 7:53,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,5,0,5
3214262,CAMBIAR LLANTA POSICION 5 Y 6. POSICION 5 POR PINCHADURA. POSICION 6 POR BUCHE.,CHANGE TIRE POSITION 5 AND 6. POSITION 5 BY PUSHING.ˇPOSITION 6 PER BUCHE.,CAT789CTIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,4/24/2016 2:51,4/24/2016 2:50,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,11,7,11
3214541,CAMBIAR VALVULA DE VENTEO DEL TANQUE DE COMBUSTIBLE. (BACKLOG),CHANGE FUEL TANK VENT VALVE.ˇ(BACKLOG),CAT789CENG,403,ENGINE HAULTRUCK CATERPILLAR 789C 403,4/24/2016 17:01,5/27/2016 5:00,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,0,0,0
3214556,CAMBIAR BATERIA.,CHANGE BATTERY.,CAT789DELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,4/24/2016 18:23,4/24/2016 18:22,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,5,12,12
3214584,REEMPLAZAR BASE DEL EXTINTOR MANUAL.,REPLACE BASE OF MANUAL FIRE EXTINGUISHER.,CAT789DFIR,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,4/24/2016 21:16,4/24/2016 21:15,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,0,0,0
3214586,RETORQUEO DE LLANTA POSICION 6.,RETRACTATION OF RIM POSITION 6.,CAT789CTIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,4/24/2016 21:41,4/24/2016 21:41,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,0,0,0
3214622,REEMPLAZAR CABLE DE BATERIA. (BACKLOG),REPLACE BATTERY CABLE.ˇ(BACKLOG),CAT789DELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,4/25/2016 0:44,4/25/2016 0:43,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,0,0,0
3216739,LIMPIEZA MIRILLA ACEITE DIFERENCIAL Y VERIFICACION E INSPECCION SWITCH DE NIVEL.,CLEANING MIRROR DIFFERENTIAL OIL AND CHECK AND INSPECTION LEVEL SWITCH.,CAT789CDTS,403,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,4/25/2016 9:23,5/27/2016 8:00,4 - Due more than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-MAY, $-   ,0,1,1
3216746,LIMPIEZA MIRILLA ACEITE DIFERENCIAL Y VERIFICACION E INSPECCION SWITCH DE NIVEL.,CLEANING MIRROR DIFFERENTIAL OIL AND CHECK AND INSPECTION LEVEL SWITCH.,CAT789CDTS,408,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,4/25/2016 9:26,5/13/2016 13:00,4 - Due more than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-MAY, $-   ,0,1,1
3216776,LIMPIEZA MIRILLA ACEITE DIFERENCIAL Y VERIFICACION E INSPECCION SENSOR DE NIVEL.,CLEANING MIRROR DIFFERENTIAL OIL AND CHECK AND INSPECTION LEVEL SENSOR.,CAT789DDTS,422,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,4/25/2016 9:35,5/21/2016 22:00,4 - Due more than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-MAY, $-   ,11,1,11
3216792,LIMPIEZA MIRILLA ACEITE DIFERENCIAL Y VERIFICACION E INSPECCION SENSOR DE NIVEL.,CLEANING MIRROR DIFFERENTIAL OIL AND CHECK AND INSPECTION LEVEL SENSOR.,CAT789DDTS,434,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,4/25/2016 9:40,6/19/2016 11:00,4 - Due more than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-MAY, $-   ,0,0,0
3217084,CAMBIO DE LLANTA POS - 5 Y 6.,POST - 5 AND 6 ROLLER CHANGE.,CAT789CTIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,4/25/2016 11:33,4/25/2016 11:31,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,10,0,10
3217444,CAMBIO TERMINAR DE BATERIA,CHANGE BATTERY FINISH,CAT789DELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,4/25/2016 14:57,4/25/2016 14:55,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,11,0,11
3217602,CORREGIR EVENTO DE FRENO ALTO.,CORRECTING HIGH BRAKE EVENT.,CAT789DDTS,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,4/25/2016 19:32,4/25/2016 19:31,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,0,3
3219664,RETIRAR ROCA DE LLANTAS POS 5 Y 6,REMOVE TIRES ROCK POS 5 AND 6,CAT789DTIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,4/27/2016 1:01,4/27/2016 0:57,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,10,0,10
3223915,INSPECCIONAR SISTEMA DE AIRE ACONDICIONADO,INSPECTING AIR CONDITIONING SYSTEM,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,4/27/2016 13:10,05-04-16 15:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-MAY, $-   ,2,0,2
3223954,INSPECCIONAR SISTEMA CONTRA INCENDIO AFEX,INSPECT AFEX FIRE SYSTEM,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,4/27/2016 13:34,05-04-16 16:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-MAY, $-   ,2,0,2
3224200,REEMPLAZAR MOTOR DE ARRANQUE POR FALLA DE ENCENDIDO,REPLACE STARTING ENGINE BY IGNITION FAILURE,CAT789CENG,408,STARTER ENGINE HAULTRUCK CATERPILLAR 789C 408,4/27/2016 21:02,4/27/2016 21:01,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,9,22,22
3224221,RE-TORQUEO DE LA POS 6,RE-TORQUE OF THE POS 6,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,4/27/2016 22:03,4/27/2016 21:56,0 - Immediate,Closed,MM9,CM - Corrective,,18601401,2016-APR, $-   ,2,0,2
3228798,CORREGIR FALLA DE TRANSMISI?N (NO APLICA CAMBIOS),CORRECT TRANSMISSION FAILURE (DO NOT APPLY CHANGES),CAT789CDTS,408,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,4/30/2016 1:34,4/30/2016 1:33,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,11,0,11
3230594,AJUSTE ESPEJO RETROVISOR DERECHO,RIGHT REAR VIEW MIRROR ADJUSTMENT,CAT789CFRM,408,CAB AND CONTROLS FRAME HAULTRUCK CATERPILLAR 789C 408,4/30/2016 22:35,4/30/2016 22:29,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,0,0,0
3230650,EVENTO CARRERA ALTA DE FRENO,HIGH BRAKE CARE EVENT,CAT789DDTS,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,05-01-16 1:54,05-01-16 1:53,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,6,0,6
3232533,REPARACION DE LUCES FRONTALES,REPAIR OF FRONT LIGHTS,CAT789DELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,05-01-16 18:55,05-01-16 18:54,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,1,0,1
3232870,REEMPLAZAR RELAY DEL LIMPIA VIDRIO.,REPLACE CLEAN GLASS RELAY.,CAT789CELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,05-02-16 6:55,05-02-16 6:54,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,3,5,8
3233305,(INSPECTORES) REEMPLAZAR LUCES CORTA NEBLINAS POR LUCES AMARILLAS COMO MEJORAR.,(INSPECTORS) REPLACING SHORT LIGHTS BY YELLOW LIGHTS HOW TO IMPROVE.,CAT789CELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,05-02-16 10:00,5/30/2016 15:59,1 - Due less than 7 days,Closed,MM3,IM - Improvement,,18601401,2016-MAY, $-   ,0,12,12
3233326,(INSPECTORES) REEMPLAZAR LUCES CORTA NEBLINAS POR LUCES AMARILLAS COMO MEJORAR.,(INSPECTORS) REPLACING SHORT LIGHTS BY YELLOW LIGHTS HOW TO IMPROVE.,CAT789CELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,05-02-16 10:08,5/31/2016 16:02,1 - Due less than 7 days,Closed,MM3,IM - Improvement,,18601401,2016-MAY, $-   ,0,12,12
3234047,(INSPECTORES) REEMPLAZAR LUCES CORTA NEBLINAS POR LUCES AMARILLAS COMO MEJORAR.,(INSPECTORS) REPLACING SHORT LIGHTS BY YELLOW LIGHTS HOW TO IMPROVE.,CAT789DELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,05-02-16 10:23,7/14/2016 14:19,1 - Due less than 7 days,Closed,MM3,IM - Improvement,,18601401,2016-MAY, $-   ,0,12,12
3234800,RETORQUEO DE LLANTA POSICION 3.,ROLLER POSITION 3.,CAT789CTIR,408,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 408,05-02-16 12:17,05-02-16 12:17,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,6,0,6
3234929,(INSPECTORES) REEMPLAZAR LUCES CORTA NEBLINAS POR LUCES AMARILLAS COMO MEJORAR.,(INSPECTORS) REPLACING SHORT LIGHTS BY YELLOW LIGHTS HOW TO IMPROVE.,CAT789DELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,05-02-16 13:22,5/31/2016 17:55,1 - Due less than 7 days,Closed,MM3,IM - Improvement,,18601401,2016-MAY, $-   ,0,12,12
3236518,CAMBIAR FILTROS DE AIRE PRIMARIOS DE ADMISION POR BAJA POTENCIA DEL MOTOR.,CHANGE PRIMARY AIR INTAKE FILTERS FOR LOW ENGINE POWER.,CAT789DENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,05-03-16 7:06,05-03-16 7:03,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,6,16,16
3236886,REEMPLAZAR ESPEJO RETROVISOR.,REPLACE REAR VIEW MIRROR.,CAT789DFRM,434,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 434,05-03-16 11:07,05-03-16 11:06,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,5,13,13
3237568,REEMPLAZAR EL FAN DRIVE POR POR JUEGO EXCESIVO EN LOS RODAMIENTOS,REPLACE THE FAN DRIVE FOR EXCESSIVE PLAY ON THE BEARINGS,CAT789CENG,408,COOLING SYSTEM ENGINE HAULTRUCK CATERPILLAR 789C 408,05-04-16 0:37,05-04-16 0:34,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,9,0,9
3243862,1000HR MANTTO PREVENTIVO,1000HR PREVENTIVE MANTLE,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,05-05-16 7:48,5/21/2016 19:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV004,18601401,2016-MAY, $-   ,13,21,21
3243863,250HRS INSPECCION PREVENTIVA,250HRS PREVENTIVE INSPECTION,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,05-05-16 7:48,6/21/2016 4:35,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV008,18601401,2016-JUN, $-   ,0,0,0
3243867,500HR MANTTO PREVENTIVO,500HR PREVENTIVE MANTLE,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,05-05-16 7:48,07-07-16 1:49,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV003,18601401,2016-JUL, $-   ,0,0,0
3243879,500HR MANTTO PREVENTIVO,500HR PREVENTIVE MANTLE,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,05-05-16 7:48,5/17/2016 16:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV003,18601401,2016-MAY, $-   ,11,20,20
3243880,250HRS INSPECCION PREVENTIVA,250HRS PREVENTIVE INSPECTION,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,05-05-16 7:48,7/22/2016 23:04,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV008,18601401,2016-JUL, $-   ,0,0,0
3243886,INSPECCION PREVENTIVA CADA 250HRS,PREVENTIVE INSPECTION EVERY 250HRS,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,05-05-16 7:48,06-08-16 10:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789CPV008,18601401,2016-JUN, $-   ,8,8,11
3243898,4000HR MANNTO PREVENTIVO,4000HR PREVENTIVE HANDLE,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,05-05-16 7:49,08-07-16 21:50,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV006,18601401,2016-AUG, $-   ,0,0,0
3243900,250HRS INSPECCION PREVENTIVA,250HRS PREVENTIVE INSPECTION,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,05-05-16 7:49,06-03-16 10:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV008,18601401,2016-JUN, $-   ,6,0,6
3243902,INSPECCION PREVENTIVA CADA 250HRS,PREVENTIVE INSPECTION EVERY 250HRS,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,05-05-16 7:49,08-09-16 3:26,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789CPV008,18601401,2016-AUG, $-   ,0,0,0
3243909,MANTENIMIENTO PREVENTIVO CADA 500HRS,PREVENTIVE MAINTENANCE EVERY 500HRS,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,05-05-16 7:49,5/26/2016 19:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789CPV003,18601401,2016-MAY, $-   ,0,20,20
3243923,250HRS INSPECCION PREVENTIVA,250HRS PREVENTIVE INSPECTION,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,05-05-16 7:49,8/23/2016 19:04,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV008,18601401,2016-AUG, $-   ,0,0,0
3243927,1000HR MANTTO PREVENTIVO,1000HR PREVENTIVE MANTLE,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,05-05-16 7:49,8/25/2016 13:41,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV004,18601401,2016-AUG, $-   ,0,0,0
3243930,MANTENIMIENTO PREVENTIVO CADA 500HRS,PREVENTIVE MAINTENANCE EVERY 500HRS,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,05-05-16 7:49,8/27/2016 12:04,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789CPV003,18601401,2016-AUG, $-   ,0,0,0
3243932,INSPECCION PREVENTIVA CADA 250HRS,PREVENTIVE INSPECTION EVERY 250HRS,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,05-05-16 7:49,8/30/2016 11:17,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789CPV008,18601401,2016-AUG, $-   ,0,0,0
3243948,500HR MANTTO PREVENTIVO,500HR PREVENTIVE MANTLE,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,05-05-16 7:49,09-08-16 16:19,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV003,18601401,2016-SEP, $-   ,0,0,0
3243953,250HRS INSPECCION PREVENTIVA,250HRS PREVENTIVE INSPECTION,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,05-05-16 7:49,09-11-16 11:29,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV008,18601401,2016-SEP, $-   ,0,0,0
3243956,INSPECCION PREVENTIVA CADA 250HRS,PREVENTIVE INSPECTION EVERY 250HRS,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,05-05-16 7:49,9/14/2016 20:43,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789CPV008,18601401,2016-SEP, $-   ,0,0,0
3243958,MANTENIMIENTO PREVENTIVO CADA 2000HRS,PREVENTIVE MAINTENANCE EVERY 2000HRS,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,05-05-16 7:49,9/16/2016 1:09,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789CPV005,18601401,2016-SEP, $-   ,0,0,0
3243973,250HRS INSPECCION PREVENTIVA,250HRS PREVENTIVE INSPECTION,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,05-05-16 7:49,9/24/2016 13:33,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV008,18601401,2016-SEP, $-   ,0,0,0
3243979,500HR MANTTO PREVENTIVO,500HR PREVENTIVE MANTLE,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,05-05-16 7:49,9/28/2016 7:40,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV003,18601401,2016-SEP, $-   ,0,0,0
3243984,INSPECCION PREVENTIVA CADA 250HRS,PREVENTIVE INSPECTION EVERY 250HRS,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,05-05-16 7:49,10-02-16 16:37,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789CPV008,18601401,2016-OCT, $-   ,0,0,0
3243986,MANTENIMIENTO PREVENTIVO CADA 1000HRS,PREVENTIVE MAINTENANCE EVERY 1000HRS,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,05-05-16 7:49,10-03-16 5:22,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789CPV004,18601401,2016-OCT, $-   ,0,0,0
3243998,1000HR MANTTO PREVENTIVO,1000HR PREVENTIVE MANTLE,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,05-05-16 7:49,10-10-16 10:47,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV004,18601401,2016-OCT, $-   ,0,0,0
3244005,250HRS INSPECCION PREVENTIVA,250HRS PREVENTIVE INSPECTION,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,05-05-16 7:49,10/15/2016 3:51,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV008,18601401,2016-OCT, $-   ,0,0,0
3244010,MANTENIMIENTO PREVENTIVO CADA 500HRS,PREVENTIVE MAINTENANCE EVERY 500HRS,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,05-05-16 7:49,10/19/2016 6:29,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789CPV003,18601401,2016-OCT, $-   ,0,0,0
3244014,INSPECCION PREVENTIVA CADA 250HRS,PREVENTIVE INSPECTION EVERY 250HRS,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,05-05-16 7:50,10/21/2016 15:46,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789CPV008,18601401,2016-OCT, $-   ,0,0,0
3244023,250HRS INSPECCION PREVENTIVA,250HRS PREVENTIVE INSPECTION,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,05-05-16 7:50,10/26/2016 9:33,3 - Due less than 30 days,Cancelled,MM3,PM - Preventative,CAT789DPV008,18601401,2016-OCT, $-   ,0,0,0
3244352,CAMBIAR FAN DRIVE POR JUEGO EXCESIVO DEL BEARING,CHANGE FAN DRIVE BY BEARING EXCESSIVE GAME,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,05-05-16 11:23,05-05-16 11:21,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,18,14,20
3244395,INSPECCION A/C EN PM 250 HRS,INSPECTION A / C IN PM 250 HRS,CAT789DACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,05-05-16 11:43,05-11-16 20:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV102,18601401,2016-MAY, $-   ,0,0,0
