Equipo,Start Time,Week,Sistema,System_google_translated,Estado/C¢digo,C¢digo de tipo,End Time,Duration (min),Duration (hrs),Work Type,Comentario,Commentary_google_translated,Locaton
TK408,04-02-16 14:58,Week-014,HIDRAULICO,HYDRAULIC,HY-1250  HIDRAULICO-TANQUE,C¢digo Secundario,04-02-16 15:21,22.93,0.4,No programado,BAJO NIVEL DE ACEITE HIDRAULICO,LOW HYDRAULIC OIL LEVEL,PQ-VIA2
TK422,04-02-16 20:00,Week-014,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,04-02-16 21:02,62.32,1,No programado,SE AJUSTO LA CERRADURA DE LA PUERTA IZQUIERDA ,THE LEFT DOOR LOCK IS ADJUSTED,ENTRADA TALLER 
TK434,04-02-16 22:19,Week-014,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,04-02-16 22:43,24.52,0.4,No programado,LA LUZ DEL CINTUR?N DE SEGURIDAD ESTA ENCENDIDA CON EL CINTUR?N ABROCHADO,THE SAFETY BELT LIGHT IS ON WITH THE BELT BELT,ENTRADA DE COMBUSTIBLE
TK408,04-02-16 20:22,Week-014,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-810  ELECTRICO 12/24 VOLTS-BATERIA,C¢digo Secundario,04-03-16 0:28,246.38,4.1,No programado,CAMBIO DE BATER?AS ,CHANGE OF BATTERIES,HR6-VIA2
TK422,04-02-16 22:38,Week-014,HIDRAULICO,HYDRAULIC,HY-1210  HIDRAULICO-CONTROL,C¢digo Secundario,04-03-16 2:22,223.93,3.7,No programado,ALTA TEMPERATURA DE ACEITE HIDR?ULICO Y DE REFRIGERANTE DE MOTOR ,HIGH TEMPERATURE OF HYDRICAL OIL AND ENGINE COOLANT,ENTRADA TALLER 
TK408,04-04-16 7:32,Week-015,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,04-04-16 10:17,164.48,2.7,No programado,CAMBIO DE LA CORREA DEL COMPRESOR DEL AIRE ACONDICIONADO POR DESGASTE,CHANGING THE AIR CONDITIONING COMPRESSOR BELT,ENTRADA DE COMBUSTIBLE
TK403,04-05-16 4:05,Week-015,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,04-05-16 7:22,197.23,3.3,Programado,LAVADO PARA PM ,WASH FOR PM,HR2-VIA2
TK422,04-05-16 9:00,Week-015,IMPLEMENTOS,IMPLEMENTS,IM-1350  IMPLEMENTOS-TOLVA/CAMA,C¢digo Secundario,04-05-16 9:06,5.92,0.1,No programado,REUBICACION DEL CABLE DE SEEGURIDAD DE LA TOLVA,RELEASE OF THE HOPPER SAFETY CABLE,ENTRADA DE COMBUSTIBLE
TK434,04-05-16 9:00,Week-015,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,04-05-16 9:36,36.72,0.6,No programado,PULGADO DE ROTOCHAMBER Y RESETEO DEL SISTEMA DE LOS FRENOS,INCH OF ROTOCHAMBER AND RESET OF THE BRAKES SYSTEM,QQ-12
TK403,04-05-16 7:22,Week-015,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,04-05-16 11:08,225.38,3.8,Programado,PM 500 HRS,PM 500 HRS,HR2-VIA2
TK434,04-05-16 16:36,Week-015,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,04-05-16 16:54,17.62,0.3,No programado,RESETEO DEL SISTEMA DE L;OS FREONOS POR CARRERA ALTO,RESTORATION OF THE LARGE FREONOS SYSTEM BY CARRERA ALTO,HR5-VIA2
TK403,04-05-16 11:08,Week-015,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,04-05-16 17:37,389.28,6.5,Programado,CORRECCION DE FALLA DE  LAS LUCES DE LA ESCALERA ,FAILURE CORRECTION OF THE LIGHTS OF THE STAIRCASE,HR2-VIA2
TK408,04-05-16 22:10,Week-015,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,04-05-16 22:44,34.38,0.6,No programado,REPARACION DEL MOTOR DEL LIMPIA CRISTAL,CRYSTAL CLEANING MOTOR REPAIR,HR1-VIA4
TK403,04-05-16 21:57,Week-015,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,04-05-16 23:01,63.83,1.1,No programado,AJUSTAR TORNILLO DEL RETARDADOR MANUAL,ADJUST MANUAL RETARDER SCREW,ENTRADA DE COMBUSTIBLE
TK403,04-05-16 23:01,Week-015,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,04-06-16 1:00,118.22,2,No programado,REPARACION DE LINEA ABIERTA DE LUCES DE RETROCESO,OPEN LINE REPAIR LINE REPAIR,ENTRADA DE COMBUSTIBLE
TK422,04-06-16 7:17,Week-015,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,04-06-16 9:55,157.72,2.6,No programado,COMPLETIVO DE AIRE A LLANTAS POSICION 5 Y 6,COMPLETIVE OF AIR FOR TIRES POSITION 5 AND 6,PQ-VIA2
TK408,04-06-16 21:30,Week-015,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,04-06-16 23:51,141.17,2.4,No programado,REPARAR LIMPIA PARABRISAS FRONTAL,REPAIR FRONT WINDSHIELD CLEANER,ENTRADA DE COMBUSTIBLE
TK434,04-07-16 11:42,Week-015,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,04-07-16 12:34,51.85,0.9,No programado,EVENTO CARRERA DE FRENO ALTO,EVENT HIGH BRAKE RACE,QQ-12
TK422,04-08-16 8:07,Week-015,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,04-08-16 9:30,83.32,1.4,No programado,COMPLETIVO DE AIRE A LLANTAS POSICI?N 5 Y 6,COMPLETIVE AIR TO POSITIONS 5 AND 6,COMBUSTIBLE TALLER
TK434,04-08-16 11:08,Week-015,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,04-08-16 14:11,183.45,3.1,No programado,CORREGIR FUGA POR MANGUERA DEL LOCAUT DE LA TRANSMISI?N,CORRELATE LEAKAGE BY LOCAUT HOSE OF THE TRANSMISSION,HR5-VIA2
TK434,04-08-16 15:20,Week-015,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,04-08-16 17:17,116.53,1.9,No programado,EVENTO DE CARRERA DE FRENO ALTO CAT#3,HIGH CAT BRAKE RACE EVENT # 3,MO290C003
TK408,04-08-16 7:10,Week-015,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,04-08-16 17:46,635.23,10.6,No programado,EVALUAR FUGA HIDR?ULICA POR DEBAJO DEL EQUIPO ,EVALUATE HYDROLOGICAL LEAKAGE BELOW THE EQUIPMENT,PQ-VIA2
TK408,04-08-16 17:46,Week-015,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,04-08-16 19:21,95.43,1.6,No programado,FALTA INTERRUPTOR DE SUBIR Y BAJAR EL CRISTAL DE LA PUERTA DEL PILOTO,FAILURE TO SWITCH UP AND DOWN THE PILOT DOOR GLASS,PQ-VIA2
TK434,04-08-16 19:57,Week-015,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,04-08-16 21:13,75.57,1.3,No programado,FUê RESETEADO EL ROTOCHAMBER DELANTERO,FU RESETTING THE ROTOCHAMBER FRONT,MN-14
TK408,04-08-16 19:21,Week-015,HIDRAULICO,HYDRAULIC,HY-1240  HIDRAULICO-MOTOR,C¢digo Secundario,04-08-16 21:20,118.82,2,No programado,PRESENCIA DE ACEITE HIDRAULICO EN LOS TURBOS,PRESENCE OF HYDRAULIC OIL IN THE TURBOS,PQ-VIA2
TK408,04-09-16 9:30,Week-015,LUBRICACION,LUBRICATION,LU-1405  LUBRICACION-SISTEMA DE LUBRICACION,C¢digo Secundario,04-09-16 10:34,64.62,1.1,No programado,MANGUERA DE GRASA DE LA BARRA ESTABILIZADORA IZQUIERDA DESPEGADA,FALL HOSE OF STABILIZER LEFT LEFT DISPATCHED,ENTRADA DE COMBUSTIBLE
TK408,04-09-16 11:14,Week-015,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,04-09-16 11:48,33.82,0.6,No programado,AJUSTE DE ESPEJO RETROVISOR LADO DERECHO,RIGHT SIDE REAR VIEW MIRROR ADJUSTMENT,ENTRADA TALLER 
TK434,04-09-16 20:56,Week-015,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,04-09-16 21:11,14.63,0.2,No programado,LUZ DELANTERA DE TRABAJO INFERIOR QUEMADA,BURNED LOWER WORK FRONT LIGHT,ENTRADA DE COMBUSTIBLE
TK422,04-09-16 22:30,Week-015,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,04-10-16 0:34,124.38,2.1,No programado,LA PUERTA DEL LADO DERECHO SE CONDENA,THE RIGHT SIDE DOOR IS CONDEMNED,ENTRADA DE COMBUSTIBLE
TK434,04-10-16 9:15,Week-015,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,04-10-16 11:00,105.55,1.8,Programado,INSP. 250 HRS,INSP.†250 HRS,ENTRADA TALLER 
TK422,04-10-16 14:38,Week-015,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,04-10-16 14:39,1.45,0,No programado,ROCA INCRUSTADA EN LLANTA POSICION 3 Y 4,ROCK INCRUSTATION ON CLIMB POSITION 3 AND 4,PQ-VIA0
TK422,04-10-16 14:39,Week-015,CABINA/CHASSIS,CABIN / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,04-10-16 16:21,102.13,1.7,No programado,PUERTA IZQUIERDA NO ABRE,DOOR DOES NOT OPEN,PQ-VIA0
TK408,04-11-16 6:59,Week-016,SEGURIDAD,SECURITY,SF-1620  SEGURIDAD-SUPRESION DE INCENDIOS,C¢digo Secundario,04-11-16 7:31,31.77,0.5,Programado,SE CAMBI? EL ACTUADOR DEL SISTEMA AFEX QUE VA PR?XIMO A LA ESCALERA PRINCIPAL ,HAVE CHANGED?†THE ACTUATOR OF THE AFEX SYSTEM THAT GOES PRIOR TO THE MAIN STAIRCASE,ENTRADA TALLER 
TK422,04-11-16 8:39,Week-016,MOTOR,MOTOR,EN-1010  MOTOR-ENFRIAMIENTO,C¢digo Secundario,04-11-16 10:18,99.3,1.7,No programado,COMPLETIVO DE REFRIGERANTE DE MOTOR,COMPLETIVE ENGINE COOLANT,HR5-VIA2
TK403,04-11-16 7:51,Week-016,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,04-11-16 10:25,153.65,2.6,No programado,CAMBIO DEL SENSOR DE TEMPERATURA DE FRENOS TRASERO IZQUIERDO ,CHANGE OF LEFT REAR BRAKE TEMPERATURE SENSOR,ENTRADA DE COMBUSTIBLE
TK408,04-12-16 3:52,Week-016,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,04-12-16 4:45,53.1,0.9,No programado,AJUSTA DE BRAZO DE LIMPIA PARABRISAS,WINDOW CLEANER ARM ADJUSTMENT,PARQUEO HR6
TK422,04-12-16 14:12,Week-016,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,04-12-16 16:19,126.75,2.1,No programado,SE AJUST? LA CERRADURA DE LA PUERTA ,SE ADJUST?†THE DOOR LOCK,ENTRADA TALLER 
TK408,04-12-16 15:30,Week-016,BAJO VOLTAJE,LOW VOLTAGE,LV-715  BAJO VOLTAJE-MOTOR,C¢digo Secundario,04-12-16 16:34,63.17,1.1,No programado,EVENTO FIJO DE VOLTAJE DEL SISTEMA,FIXED EVENT OF SYSTEM VOLTAGE,PQ-VIA2
TK422,4/13/2016 8:32,Week-016,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,4/13/2016 9:35,63.38,1.1,No programado,COMPLETAR PRESION DE AIRE DE LLANTAS POSICION 3 Y 6,COMPLETE AIR PRESSURE TIRES POSITION 3 AND 6,COMBUSTIBLE TALLER
TK408,4/13/2016 13:41,Week-016,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,4/13/2016 16:33,172.28,2.9,Programado,LAVADO PARA REALIZAR PM,WASH TO MAKE PM,ENTRADA DE COMBUSTIBLE
TK403,4/13/2016 12:17,Week-016,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,4/13/2016 16:42,265.35,4.4,No programado,CAMBIO DE SENSOR DE VELOCIDAD DEL CONVERTIDOR DE PAR + RESETEAR PALANCA DE LOS CAMBIOS ,CHANGE OF SPEED SENSOR OF PAR + CONVERTER + RESET CHANGE LEVER,MO-14
TK408,4/13/2016 16:33,Week-016,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,4/14/2016 5:49,795.78,13.3,No programado,PM 500 HRS,PM 500 HRS,ENTRADA DE COMBUSTIBLE
TK408,4/14/2016 5:49,Week-016,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,4/14/2016 8:00,130.4,2.2,Programado,"CAMBIO DE NEUMATICOS 1, 2, 3 + CAMBIO DE LOS TORNILLOS DE LA CORANA DE LA POSICION 3","CHANGE OF TIRES 1, 2, 3 + CHANGE OF CORNER SCREWS FROM POSITION 3",ENTRADA DE COMBUSTIBLE
TK434,4/14/2016 9:57,Week-016,CABINA/CHASSIS,CAB / CHASSIS,CC-440  CABINA/CHASSIS-ESCALERAS/PASAMANOS,C¢digo Secundario,4/14/2016 10:39,41.62,0.7,No programado,AJUSTEN ESCALERA DEL LADO DERECHO,ADJUST RIGHT SIDE STAIRCASE,ENTRADA TALLER 
TK408,4/14/2016 8:00,Week-016,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,4/14/2016 20:57,777.5,13,No programado,FALLA DE ENCENDIDO ,IGNITION FAILURE,ENTRADA DE COMBUSTIBLE
TK408,4/14/2016 20:57,Week-016,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,4/14/2016 23:05,127.88,2.1,No programado,CAMBIO DE LOS TORNILLOS DE LA LLANTA POSICION 3 ,CHANGING THE RIM SCREWS POSITION 3,ENTRADA DE COMBUSTIBLE
TK408,4/14/2016 23:05,Week-016,MOTOR,MOTOR,EN-1015  MOTOR-MOTOR COMPLETO,C¢digo Secundario,4/15/2016 1:47,161.73,2.7,No programado,REALIZACI?N DE PRUEBAS PARA ENTREGARLO OPERATIVO,REALIZATION OF TESTS TO DELIVER THE OPERATION,ENTRADA DE COMBUSTIBLE
TK403,4/15/2016 4:49,Week-016,IMPLEMENTOS,IMPLEMENTS,IM-1350  IMPLEMENTOS-TOLVA/CAMA,C¢digo Secundario,4/15/2016 5:23,34.77,0.6,No programado,TOLVA NO SUBE + COMPLETIVO DE ACEITE HIDRAULICO,HOPPER DOES NOT UP + COMPLETIVE OF HYDRAULIC OIL,MO-17
TK408,4/15/2016 5:02,Week-016,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,4/15/2016 5:28,26.13,0.4,No programado,SE AJUSTO ESPEJO DERECHO,RIGHT MIRROR ADJUSTED,HR2-HR10
TK422,4/16/2016 7:59,Week-016,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2015  GOMAS, AROS Y LLANTAS-RUEDA DELANTERA",C¢digo Secundario,4/16/2016 10:45,166.02,2.8,Programado,FLOCHIN A LA MASA MU•OZ IZQUIERDA LIMPIEZA ,FLOCHIN TO THE MASS MUZZLE LEFT CLEANING,ENTRADA DE COMBUSTIBLE
TK434,4/16/2016 4:56,Week-016,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,4/17/2016 5:10,1454.25,24.2,No programado,SEGUIR EVALUANDO FALLA EN LA TRASMISI?N POR PART?CULA ENCONTRADA,FOLLOW EVALUATING TRANSFER FAILURE BY PART FOOTED,HR5-VIA2
TK403,4/17/2016 7:12,Week-016,HIDRAULICO,HYDRAULIC,HY-1250  HIDRAULICO-TANQUE,C¢digo Secundario,4/17/2016 7:37,24.78,0.4,No programado,COMPLETAR TIENE ACEITE DEL CONVERTIDOR DE PAR LEVANTAMIENTO TOLVA Y FRENO,COMPLETE HAS PAR CONVERTER OIL HOPPER AND BRAKE LIFTING,MO190B202
TK422,4/17/2016 20:31,Week-016,FRENOS,BRAKES,BK-315  FRENOS-SERVICIO,C¢digo Secundario,4/17/2016 21:26,55.5,0.9,No programado,REPARACI?N DE L?NEA SWITH DE CHAMBER DE FRENO,REPAIR OF L? NEA SWITH OF CHAMBER OF BRAKE,ENTRADA-PARQUEO 180
TK434,4/17/2016 5:10,Week-016,TREN DE POTENCIA,POWER TRAIN,DT-645  TREN DE POTENCIA-TRANSMISION,C¢digo Secundario,4/18/2016 6:29,1519.08,25.3,No programado,DESMONTAR TRANSMISI?N POR FALLA MEC?NICA,DISMANTLING TRANSMISSION BY MECHANICAL FAILURE,HR5-VIA2
TK422,4/18/2016 18:30,Week-017,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2015  GOMAS, AROS Y LLANTAS-RUEDA DELANTERA",C¢digo Secundario,4/18/2016 20:09,99.03,1.7,No programado,SE COMPLET? LA PRESI?N DE AIRE DE LAS LLANTAS 3 Y 6.,BE COMPLETED?†THE TIRES AIR PRESSURE 3 AND 6.,ENTRADA DE COMBUSTIBLE
TK434,4/18/2016 18:30,Week-017,TREN DE POTENCIA,POWER TRAIN,DT-645  TREN DE POTENCIA-TRANSMISION,C¢digo Secundario,4/19/2016 4:08,578.53,9.6,No programado,REEMPLAZO DE LA TRANMISION POR FALLA INTERNA EN LOS CAMBIOS DE MARCHA,REPLACEMENT OF THE INTERNAL FAILURE TRANSFER IN THE MARCH CHANGES,HR5-VIA2
TK408,4/19/2016 7:32,Week-017,CABINA/CHASSIS,CAB / CHASSIS,CC-410  CABINA/CHASSIS-CABINA,C¢digo Secundario,4/19/2016 8:37,65.68,1.1,No programado,AJUSTE DE RETROVISOR DERECHO ,RIGHT REAR VIEW ADJUSTMENT,ENTRADA DE COMBUSTIBLE
TK408,4/20/2016 1:02,Week-017,DIRECCION,ADDRESS,ST-1805  DIRECCION-ACUMULADOR,C¢digo Secundario,4/20/2016 1:45,43.03,0.7,No programado,PRUEBA DEL SISTEMA DE DIRECCION,STEERING SYSTEM TEST,ENTRADA DE COMBUSTIBLE
TK434,4/19/2016 4:08,Week-017,SERVICIOS,SERVICES,SR-1705  SERVICIOS-MANTENIMIENTO PROGRAMADO,C¢digo Secundario,4/20/2016 2:22,1333.62,22.2,Programado,"PM 2000 HRS,  CAMBIO DE LA TRANSMISION,  AJUSTE DE V?LVULAS Y ROTADORES ","PM 2000 HRS, CHANGE OF TRANSMISSION, ADJUSTMENT OF VALVES AND ROTORS",HR5-VIA2
TK408,4/20/2016 2:16,Week-017,DIRECCION,ADDRESS,ST-1805  DIRECCION-ACUMULADOR,C¢digo Secundario,4/20/2016 4:22,126.1,2.1,No programado,INSPECCI?N GENERAL DEL SISTEMA DE DIRECCION COMPLETO,GENERAL INSPECTION OF THE FULL DIRECTION SYSTEM,ENTRADA TALLER 
TK408,4/20/2016 5:26,Week-017,DIRECCION,ADDRESS,ST-1805  DIRECCION-ACUMULADOR,C¢digo Secundario,4/20/2016 8:14,168.35,2.8,No programado,CORREGIR FALLA RIGIDEZ DE LA DIRECCION,CORRECT CORRECT STEERING RIGIDITY,CRUCE HR5-HR6
TK408,4/20/2016 8:14,Week-017,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,4/20/2016 9:47,92.43,1.5,No programado,REPARACION DEL ACCIONADOR DE LA BOCINA ,REPAIR OF THE HORN ACTUATOR,CRUCE HR5-HR6
TK422,4/20/2016 8:27,Week-017,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,4/20/2016 9:56,88.9,1.5,No programado,COMPLETAR PRESION DE AIRE LLANTAS 3 Y 6,COMPLETE AIR PRESSURE TIRES 3 AND 6,COMBUSTIBLE TALLER
TK408,4/20/2016 9:47,Week-017,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-815  ELECTRICO 12/24 VOLTS-CONTROL,C¢digo Secundario,4/20/2016 10:58,71.5,1.2,No programado,LE FALTA INTERRUPTOR DE VENTA,MISSING SWITCH,CRUCE HR5-HR6
TK434,4/20/2016 8:45,Week-017,HIDRAULICO,HYDRAULIC,HY-1235  HIDRAULICO-MANGUERAS/TUBERIAS,C¢digo Secundario,4/20/2016 15:07,382.07,6.4,No programado,FUGA DE ACEITE HIDRAULICO POR MANGUERA DE LA TRANSMISION,HYDRAULIC OIL LEAKAGE BY TRANSMISSION HOSE,D-PAGA/210
TK422,4/20/2016 17:00,Week-017,MOTOR,MOTOR,EN-1035  MOTOR-ACEITE,C¢digo Secundario,4/20/2016 20:48,228.43,3.8,No programado,CAMBIO DE ACEITE Y FILTRO DEL MOTOR POR DILUCI?N DE ACEITE,CHANGE OF OIL AND ENGINE FILTER FOR OIL DILUTION,ENTRADA DE COMBUSTIBLE
TK422,4/21/2016 7:11,Week-017,MOTOR,MOTOR,EN-1035  MOTOR-ACEITE,C¢digo Secundario,4/21/2016 7:39,28.1,0.5,No programado,INSTALACION DEL TAPON DE SUMINISTRO ACEITE MOTOR,INSTALLING THE ENGINE OIL SUPPLY PLUG,ENTRADA DE COMBUSTIBLE
TK422,4/21/2016 7:39,Week-017,MOTOR,MOTOR,EN-1035  MOTOR-ACEITE,C¢digo Secundario,4/21/2016 7:44,4.53,0.1,Programado,TOMA DE MUESTRA DE ACEITE MOTOR E INSPECCION ,ENGINE OIL SAMPLE AND INSPECTION,ENTRADA DE COMBUSTIBLE
TK434,4/21/2016 7:05,Week-017,TREN DE POTENCIA,POWER TRAIN,DT-625  TREN DE POTENCIA-MANDO FINAL,C¢digo Secundario,4/21/2016 7:46,41.12,0.7,No programado,AJUSTA DE TAPON DE MANDO FINAL DERECHO E INSPECCION DE MASAS MUNIONES,ADJUSTMENT OF END RIGHT CONTROL PANEL AND MASS INSPECTION MUNIONS,MO290C006
TK434,4/21/2016 16:34,Week-017,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,4/21/2016 17:06,31.8,0.5,No programado,COMPLETAR PSI POSICION 1,COMPLETE PSI POSITION 1,ENTRADA DE COMBUSTIBLE
TK403,4/21/2016 19:00,Week-017,HIDRAULICO,HYDRAULIC,HY-1250  HIDRAULICO-TANQUE,C¢digo Secundario,4/21/2016 20:08,68,1.1,No programado,SE COMPLET? EL NIVEL DE ACEITE HIDR?ULICO ,BE COMPLETED?†THE HYDROLOGICAL OIL LEVEL,QQ190A063
TK403,4/21/2016 21:52,Week-017,DIRECCION,ADDRESS,ST-1805  DIRECCION-ACUMULADOR,C¢digo Secundario,4/22/2016 3:44,352.12,5.9,No programado,SUMINISTRO DE NITR?GENO A LOS ACUMULADORES DE DIRECCION  ,SUPPLY OF NITROGEN TO STEERING ACCUMULATORS,ENTRADA DE COMBUSTIBLE
TK403,4/22/2016 17:40,Week-017,ELECTRICO 12/24 VOLTS,ELECTRIC 12/24 VOLTS,EL-820  ELECTRICO 12/24 VOLTS-LUCES,C¢digo Secundario,4/22/2016 21:53,252.3,4.2,No programado,SE CAMBI? RILEY DE LUZ DE ALTA INTENSIDAD ,HAVE CHANGED?†HIGH INTENSITY LIGHT RILEY,ENTRADA DE COMBUSTIBLE
TK422,4/21/2016 11:40,Week-017,MOTOR,MOTOR,EN-1025  MOTOR-COMBUSTIBLE,C¢digo Secundario,4/23/2016 4:29,2448.92,40.8,Programado,"EVALUACION POR PERSONAL DE IMCA, ESTA DILUYENDO COMBUSTIBLE CON ACEITE MOTOR SEGUN MUESTRA SOS","EVALUATION BY IMCA STAFF, IT IS DILUTING FUEL WITH ENGINE OIL AS SAMPLE SOS",ENTRADA DE COMBUSTIBLE
TK422,4/23/2016 4:29,Week-017,DIRECCION,ADDRESS,ST-1805  DIRECCION-ACUMULADOR,C¢digo Secundario,4/23/2016 8:36,247.27,4.1,No programado,REALIZACI?N DE VARIAS PRUEBAS POR BAJA PRESI?N DEL SISTEMA DE DIRECCI?N,REALIZATION OF VARIOUS TESTS FOR LOW PRESSURE OF THE DIRECTION SYSTEM,ENTRADA DE COMBUSTIBLE
TK434,4/23/2016 20:29,Week-017,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,4/23/2016 20:35,5.4,0.1,No programado,INSPECCI?N LLANTA POSICI?N # 3 PRESENTA CORTE Y DEGASTE FUERTES,POSSIBLE TIRE INSPECTION # 3 PRESENTS STRONG CUTTING AND DEGASTE,ENTRADA DE COMBUSTIBLE
TK434,4/24/2016 7:03,Week-017,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,4/24/2016 8:02,58.4,1,No programado,INSPECCI?N DE CORTES PROFUNDOS EN LLANTA POSICION 3,INSPECTION OF DEEP CUTTING POSITION 3,CRUCE HR5 Y HR3
TK408,4/23/2016 23:20,Week-017,"GOMAS, AROS Y LLANTAS","RUBBER, RIMS AND TIRES","TW-2010  GOMAS, AROS Y LLANTAS-NEUMATICO",C¢digo Secundario,4/24/2016 11:15,715.17,11.9,No programado,LLANTA POSICI?N 5 REVENT? ,LIFT POSITION 5 REVENT?,HR1-VIA4
TK422,4/24/2016 12:41,Week-017,SERVICIOS,SERVICES,SR-1730  SERVICIOS-LAVADO,C¢digo Secundario,4/24/2016 18:30,348.28,5.8,Programado,LAVADO PARA PM 500 HRS,WASH FOR PM 500 HRS,ENTRADA DE COMBUSTIBLE
